Booking_ID,no_of_adults,no_of_children,total_people,no_of_weekend_nights,no_of_week_nights,total_nights,lead_time,avg_price_per_room,booking_status
INN09527,2,0,2,0,1,1,100,108.0,Canceled
INN09528,2,0,2,1,2,3,135,90.0,Not_Canceled
INN09529,2,0,2,2,2,4,10,85.0,Not_Canceled
INN09530,3,0,3,2,0,2,27,153.0,Not_Canceled
INN09531,2,0,2,1,3,4,64,99.44999694824219,Not_Canceled
INN09532,2,0,2,0,2,2,50,145.69000244140625,Canceled
INN09533,2,0,2,0,1,1,2,0.0,Not_Canceled
INN09534,2,0,2,1,4,5,206,90.94999694824219,Canceled
INN09535,2,0,2,0,1,1,1,159.0,Not_Canceled
INN09536,2,0,2,0,2,2,301,52.0,Canceled
INN09537,2,0,2,2,3,5,13,82.4000015258789,Not_Canceled
INN09538,2,0,2,0,1,1,50,126.9000015258789,Canceled
INN09539,1,0,1,2,2,4,6,211.41000366210938,Not_Canceled
INN09540,2,0,2,0,4,4,29,96.30000305175781,Not_Canceled
INN09541,2,0,2,0,2,2,102,109.0,Not_Canceled
INN09542,2,0,2,2,1,3,124,94.5,Canceled
INN09543,2,0,2,0,1,1,5,100.0,Not_Canceled
INN09544,2,0,2,0,4,4,346,72.25,Canceled
INN09545,2,0,2,0,2,2,155,119.23999786376953,Canceled
INN09546,2,2,4,1,3,4,47,207.89999389648438,Canceled
INN09547,3,0,3,0,1,1,111,146.6999969482422,Not_Canceled
INN09548,2,0,2,0,2,2,317,120.0,Canceled
INN09549,2,0,2,0,4,4,12,104.0,Not_Canceled
INN09550,2,0,2,1,2,3,135,90.0,Not_Canceled
INN09551,2,0,2,0,1,1,105,75.0,Canceled
INN09552,2,0,2,0,2,2,15,141.67999267578125,Canceled
INN09553,1,0,1,0,2,2,0,65.0,Not_Canceled
INN09554,2,0,2,2,3,5,33,135.89999389648438,Canceled
INN09555,2,0,2,0,1,1,3,141.0,Not_Canceled
INN09556,2,0,2,0,1,1,105,75.0,Canceled
INN09557,1,0,1,2,1,3,116,61.0,Canceled
INN09558,2,0,2,1,2,3,128,126.9000015258789,Not_Canceled
INN09559,3,0,3,1,0,1,36,150.3000030517578,Not_Canceled
INN09560,2,0,2,2,2,4,160,125.0999984741211,Canceled
INN09561,2,0,2,0,1,1,60,116.0999984741211,Canceled
INN09562,2,0,2,2,2,4,81,89.25,Canceled
INN09563,2,0,2,1,2,3,66,75.0,Canceled
INN09564,2,0,2,1,2,3,161,130.0,Canceled
INN09565,2,0,2,2,2,4,33,97.4000015258789,Not_Canceled
INN09566,2,0,2,1,4,5,17,144.83999633789062,Not_Canceled
INN09567,2,0,2,2,2,4,165,99.44999694824219,Not_Canceled
INN09568,2,0,2,2,0,2,135,127.80000305175781,Not_Canceled
INN09569,2,0,2,0,1,1,62,71.4000015258789,Not_Canceled
INN09570,2,0,2,0,3,3,50,52.0,Not_Canceled
INN09571,2,0,2,0,2,2,239,112.19999694824219,Canceled
INN09572,2,0,2,1,3,4,217,101.1500015258789,Canceled
INN09573,2,0,2,1,1,2,2,75.0,Not_Canceled
INN09574,2,0,2,1,2,3,53,72.76000213623047,Not_Canceled
INN09575,2,1,3,0,1,1,125,130.5,Not_Canceled
INN09576,2,0,2,2,1,3,99,109.5,Not_Canceled
INN09577,2,0,2,0,2,2,32,135.89999389648438,Not_Canceled
INN09578,1,0,1,0,2,2,0,85.0,Canceled
INN09579,1,0,1,1,2,3,111,120.0,Not_Canceled
INN09580,2,0,2,1,3,4,100,91.51000213623047,Canceled
INN09581,2,0,2,0,2,2,292,115.0,Canceled
INN09582,2,0,2,2,3,5,132,89.25,Not_Canceled
INN09583,1,0,1,0,1,1,3,76.0,Not_Canceled
INN09584,2,0,2,0,1,1,2,40.0,Not_Canceled
INN09585,2,0,2,0,2,2,4,89.0,Not_Canceled
INN09586,2,0,2,1,2,3,193,120.0,Canceled
INN09587,1,0,1,0,1,1,14,124.0,Not_Canceled
INN09588,2,0,2,1,5,6,28,88.4000015258789,Not_Canceled
INN09589,1,0,1,2,3,5,115,76.0,Not_Canceled
INN09590,1,0,1,0,2,2,188,130.0,Canceled
INN09591,1,0,1,1,2,3,6,87.77999877929688,Not_Canceled
INN09592,1,0,1,0,1,1,36,77.98999786376953,Not_Canceled
INN09593,2,0,2,1,3,4,17,125.80000305175781,Not_Canceled
INN09594,2,0,2,1,0,1,0,93.80999755859375,Not_Canceled
INN09595,2,0,2,1,3,4,20,112.25,Not_Canceled
INN09596,3,0,3,0,2,2,105,168.3000030517578,Not_Canceled
INN09597,2,0,2,2,0,2,174,94.5,Canceled
INN09598,2,0,2,0,2,2,254,98.25,Canceled
INN09599,2,0,2,1,2,3,280,110.0,Canceled
INN09600,2,0,2,0,1,1,54,72.0,Not_Canceled
INN09601,2,1,3,2,4,6,59,90.51000213623047,Not_Canceled
INN09602,3,0,3,0,1,1,27,127.0,Not_Canceled
INN09603,1,0,1,1,1,2,38,91.9000015258789,Not_Canceled
INN09604,1,0,1,1,1,2,3,66.0,Not_Canceled
INN09605,2,0,2,0,2,2,317,120.0,Canceled
INN09606,2,0,2,2,1,3,92,80.75,Not_Canceled
INN09607,2,0,2,0,3,3,11,90.0,Canceled
INN09608,2,0,2,2,1,3,1,89.0,Not_Canceled
INN09609,1,0,1,0,1,1,9,65.0,Not_Canceled
INN09610,2,0,2,0,3,3,259,90.0,Canceled
INN09611,1,0,1,1,2,3,129,121.5,Not_Canceled
INN09612,2,0,2,1,1,2,247,115.0,Canceled
INN09613,2,0,2,0,1,1,219,108.0,Canceled
INN09614,1,0,1,0,3,3,184,101.05000305175781,Canceled
INN09615,1,0,1,0,2,2,32,73.0,Not_Canceled
INN09616,2,0,2,1,3,4,69,135.89999389648438,Not_Canceled
INN09617,2,0,2,1,4,5,77,75.16000366210938,Not_Canceled
INN09618,2,0,2,1,0,1,286,90.0,Canceled
INN09619,2,0,2,0,3,3,8,117.66999816894531,Not_Canceled
INN09620,2,0,2,1,1,2,128,90.0,Canceled
INN09621,2,0,2,0,2,2,64,140.0,Canceled
INN09622,2,2,4,2,2,4,21,147.89999389648438,Not_Canceled
INN09623,2,0,2,0,4,4,238,107.0,Canceled
INN09624,1,0,1,0,2,2,0,89.0,Not_Canceled
INN09625,2,0,2,0,3,3,76,106.5,Canceled
INN09626,2,0,2,0,2,2,85,80.0999984741211,Canceled
INN09627,2,0,2,0,2,2,238,126.9000015258789,Canceled
INN09628,2,0,2,2,2,4,60,89.25,Not_Canceled
INN09629,2,0,2,3,8,11,28,107.91999816894531,Not_Canceled
INN09630,2,0,2,0,2,2,239,112.19999694824219,Canceled
INN09631,1,0,1,0,3,3,46,73.9000015258789,Canceled
INN09632,2,0,2,1,1,2,188,105.30000305175781,Canceled
INN09633,2,0,2,2,2,4,112,94.5,Not_Canceled
INN09634,2,0,2,2,2,4,193,108.44999694824219,Canceled
INN09635,2,0,2,0,5,5,109,127.80000305175781,Not_Canceled
INN09636,2,2,4,0,1,1,15,83.02999877929688,Canceled
INN09637,2,0,2,0,3,3,160,130.6699981689453,Not_Canceled
INN09638,2,0,2,0,1,1,27,120.0,Not_Canceled
INN09639,1,0,1,0,1,1,13,95.0,Not_Canceled
INN09640,2,0,2,1,2,3,280,110.0,Canceled
INN09641,2,0,2,1,2,3,75,52.849998474121094,Not_Canceled
INN09642,2,0,2,1,3,4,42,109.30999755859375,Not_Canceled
INN09643,2,0,2,1,2,3,101,80.0,Canceled
INN09644,2,0,2,2,2,4,9,88.4000015258789,Not_Canceled
INN09645,2,0,2,0,3,3,58,79.19999694824219,Canceled
INN09646,2,0,2,0,2,2,29,152.0,Not_Canceled
INN09647,1,0,1,0,2,2,180,80.0999984741211,Canceled
INN09648,2,0,2,2,4,6,160,90.0,Canceled
INN09649,1,0,1,0,3,3,11,90.0,Not_Canceled
INN09650,1,0,1,3,5,8,2,80.0,Not_Canceled
INN09651,2,1,3,0,3,3,280,94.5,Canceled
INN09652,2,0,2,0,3,3,12,65.0,Not_Canceled
INN09653,2,0,2,2,2,4,123,151.42999267578125,Not_Canceled
INN09654,2,0,2,2,3,5,16,131.1999969482422,Canceled
INN09655,2,0,2,0,1,1,10,82.38999938964844,Not_Canceled
INN09656,1,0,1,0,2,2,0,0.0,Not_Canceled
INN09657,2,0,2,2,5,7,168,62.18000030517578,Not_Canceled
INN09658,2,1,3,0,2,2,156,121.5,Canceled
INN09659,1,0,1,2,4,6,2,91.37999725341797,Not_Canceled
INN09660,2,0,2,2,1,3,221,65.0,Not_Canceled
INN09661,1,0,1,0,2,2,12,67.0,Not_Canceled
INN09662,2,0,2,1,3,4,42,103.83999633789062,Not_Canceled
INN09663,2,0,2,0,2,2,36,119.5,Not_Canceled
INN09664,2,0,2,0,2,2,11,0.0,Not_Canceled
INN09665,1,0,1,1,0,1,21,117.0,Not_Canceled
INN09666,1,0,1,2,0,2,4,111.19999694824219,Not_Canceled
INN09667,1,0,1,2,1,3,26,147.0,Canceled
INN09668,2,0,2,2,5,7,51,87.30000305175781,Not_Canceled
INN09669,2,0,2,2,3,5,1,148.8000030517578,Not_Canceled
INN09670,1,0,1,0,3,3,159,119.8499984741211,Canceled
INN09671,1,0,1,1,0,1,5,67.0,Not_Canceled
INN09672,1,0,1,0,2,2,103,115.0,Canceled
INN09673,2,0,2,1,1,2,3,67.5,Not_Canceled
INN09674,2,0,2,2,1,3,3,136.0,Not_Canceled
INN09675,2,0,2,2,3,5,40,83.9000015258789,Not_Canceled
INN09676,1,0,1,0,5,5,74,72.25,Canceled
INN09677,2,0,2,2,6,8,47,88.4000015258789,Not_Canceled
INN09678,2,0,2,2,5,7,192,99.44999694824219,Canceled
INN09679,2,0,2,2,3,5,171,72.25,Not_Canceled
INN09680,2,0,2,2,2,4,190,100.30000305175781,Canceled
INN09681,1,0,1,0,3,3,6,125.0,Canceled
INN09682,3,0,3,0,3,3,114,146.6999969482422,Not_Canceled
INN09683,2,0,2,0,1,1,36,103.94999694824219,Not_Canceled
INN09684,2,0,2,1,2,3,189,96.30000305175781,Not_Canceled
INN09685,1,0,1,2,3,5,0,0.0,Not_Canceled
INN09686,2,0,2,0,2,2,27,151.0,Not_Canceled
INN09687,2,0,2,2,2,4,60,112.94999694824219,Not_Canceled
INN09688,2,0,2,0,2,2,74,109.0,Not_Canceled
INN09689,2,1,3,0,1,1,84,94.0,Not_Canceled
INN09690,3,0,3,1,1,2,28,121.47000122070312,Not_Canceled
INN09691,2,0,2,1,5,6,94,110.75,Not_Canceled
INN09692,2,0,2,0,2,2,0,110.4000015258789,Not_Canceled
INN09693,2,0,2,0,2,2,292,109.0,Canceled
INN09694,3,0,3,1,3,4,133,122.62999725341797,Canceled
INN09695,2,0,2,0,2,2,39,101.5,Not_Canceled
INN09696,1,0,1,0,2,2,14,100.0,Not_Canceled
INN09697,2,0,2,2,2,4,90,95.69999694824219,Not_Canceled
INN09698,2,0,2,1,3,4,322,80.0,Canceled
INN09699,2,0,2,0,2,2,265,115.0,Canceled
INN09700,2,0,2,2,4,6,166,87.5,Not_Canceled
INN09701,2,0,2,1,3,4,0,81.0,Not_Canceled
INN09702,2,0,2,3,7,10,87,58.900001525878906,Canceled
INN09703,3,0,3,1,1,2,53,148.5,Canceled
INN09704,1,0,1,0,1,1,4,70.0,Not_Canceled
INN09705,1,0,1,0,1,1,0,0.0,Not_Canceled
INN09706,2,2,4,0,1,1,219,168.3000030517578,Canceled
INN09707,2,0,2,1,1,2,28,171.8699951171875,Not_Canceled
INN09708,2,0,2,2,2,4,145,76.5,Not_Canceled
INN09709,2,0,2,2,2,4,226,70.0,Not_Canceled
INN09710,2,0,2,1,0,1,6,121.0,Not_Canceled
INN09711,2,0,2,2,3,5,48,88.4000015258789,Not_Canceled
INN09712,1,0,1,0,3,3,4,65.0,Not_Canceled
INN09713,2,0,2,1,1,2,184,94.5,Canceled
INN09714,2,0,2,2,5,7,8,113.5999984741211,Not_Canceled
INN09715,1,0,1,0,2,2,273,87.0,Not_Canceled
INN09716,1,0,1,2,1,3,3,69.0,Not_Canceled
INN09717,2,0,2,1,2,3,57,90.66999816894531,Not_Canceled
INN09718,1,0,1,0,1,1,8,79.0,Not_Canceled
INN09719,2,0,2,0,3,3,16,84.33000183105469,Canceled
INN09720,2,0,2,0,1,1,14,73.0,Not_Canceled
INN09721,2,0,2,1,0,1,286,90.0,Canceled
INN09722,2,0,2,0,1,1,92,90.0,Not_Canceled
INN09723,1,0,1,0,2,2,21,139.0,Not_Canceled
INN09724,3,0,3,1,1,2,35,137.6999969482422,Not_Canceled
INN09725,2,0,2,2,5,7,245,107.58999633789062,Canceled
INN09726,2,0,2,0,3,3,261,90.94999694824219,Not_Canceled
INN09727,2,0,2,0,0,0,3,0.0,Not_Canceled
INN09728,2,2,4,2,1,3,153,186.3000030517578,Canceled
INN09729,2,0,2,0,2,2,77,53.380001068115234,Not_Canceled
INN09730,2,0,2,1,2,3,273,95.0,Canceled
INN09731,2,0,2,0,3,3,213,130.0,Canceled
INN09732,2,2,4,1,3,4,117,186.3000030517578,Canceled
INN09733,2,0,2,0,2,2,104,114.0,Canceled
INN09734,2,0,2,0,1,1,12,69.5999984741211,Not_Canceled
INN09735,2,0,2,1,0,1,27,89.0,Not_Canceled
INN09736,2,1,3,1,1,2,31,118.5,Not_Canceled
INN09737,2,0,2,0,1,1,4,0.0,Not_Canceled
INN09738,1,0,1,0,1,1,1,76.0,Not_Canceled
INN09739,3,0,3,1,5,6,123,162.0,Canceled
INN09740,2,0,2,0,3,3,271,101.33000183105469,Canceled
INN09741,2,0,2,2,3,5,108,74.54000091552734,Not_Canceled
INN09742,2,0,2,1,3,4,2,160.0,Not_Canceled
INN09743,2,0,2,0,3,3,41,71.0999984741211,Not_Canceled
INN09744,1,0,1,0,1,1,196,93.5999984741211,Canceled
INN09745,2,0,2,1,0,1,14,89.0,Canceled
INN09746,2,0,2,0,3,3,85,125.0,Not_Canceled
INN09747,2,0,2,0,2,2,160,94.5,Canceled
INN09748,2,0,2,1,1,2,7,131.0,Not_Canceled
INN09749,2,0,2,1,2,3,91,198.89999389648438,Canceled
INN09750,2,0,2,1,1,2,7,112.19999694824219,Not_Canceled
INN09751,2,2,4,1,1,2,44,173.0,Not_Canceled
INN09752,1,0,1,0,3,3,15,129.0,Not_Canceled
INN09753,2,0,2,1,3,4,113,100.75,Not_Canceled
INN09754,2,2,4,1,1,2,3,162.0,Not_Canceled
INN09755,2,0,2,2,2,4,143,115.5999984741211,Not_Canceled
INN09756,2,0,2,1,0,1,38,125.0999984741211,Canceled
INN09757,2,0,2,0,2,2,79,75.0,Not_Canceled
INN09758,2,0,2,2,4,6,88,149.39999389648438,Canceled
INN09759,2,0,2,0,2,2,245,75.0,Canceled
INN09760,1,0,1,0,2,2,99,81.0,Not_Canceled
INN09761,2,0,2,1,1,2,301,115.0,Canceled
INN09762,2,0,2,0,2,2,181,96.30000305175781,Canceled
INN09763,2,0,2,1,2,3,36,109.0,Not_Canceled
INN09764,2,0,2,1,1,2,275,62.79999923706055,Canceled
INN09765,2,0,2,2,0,2,223,89.25,Not_Canceled
INN09766,2,0,2,1,2,3,115,94.5,Canceled
INN09767,2,0,2,1,2,3,132,89.76000213623047,Not_Canceled
INN09768,2,0,2,1,2,3,39,96.30000305175781,Not_Canceled
INN09769,1,0,1,0,1,1,2,0.0,Not_Canceled
INN09770,3,0,3,1,3,4,35,110.16000366210938,Not_Canceled
INN09771,2,0,2,1,5,6,349,123.33000183105469,Canceled
INN09772,2,0,2,0,3,3,37,105.0,Not_Canceled
INN09773,2,0,2,0,4,4,176,90.94999694824219,Canceled
INN09774,2,0,2,0,4,4,113,55.630001068115234,Not_Canceled
INN09775,2,0,2,2,5,7,224,90.94999694824219,Not_Canceled
INN09776,1,0,1,1,1,2,5,65.0,Not_Canceled
INN09777,2,0,2,0,2,2,257,101.5,Canceled
INN09778,2,0,2,0,3,3,150,90.0,Not_Canceled
INN09779,2,0,2,0,1,1,43,135.89999389648438,Not_Canceled
INN09780,1,0,1,0,3,3,63,48.5099983215332,Not_Canceled
INN09781,1,0,1,2,2,4,115,76.0,Not_Canceled
INN09782,2,0,2,2,3,5,70,74.80000305175781,Not_Canceled
INN09783,2,1,3,0,1,1,7,160.0,Not_Canceled
INN09784,2,0,2,0,2,2,45,93.5999984741211,Not_Canceled
INN09785,2,0,2,1,1,2,88,112.19999694824219,Not_Canceled
INN09786,1,0,1,0,1,1,14,100.0,Not_Canceled
INN09787,2,0,2,0,1,1,105,75.0,Canceled
INN09788,3,0,3,1,0,1,54,159.3000030517578,Not_Canceled
INN09789,2,1,3,0,3,3,100,106.02999877929688,Not_Canceled
INN09790,2,0,2,1,3,4,96,100.12999725341797,Not_Canceled
INN09791,2,2,4,2,0,2,14,211.0,Not_Canceled
INN09792,1,0,1,0,3,3,143,90.0,Not_Canceled
INN09793,2,0,2,0,2,2,24,89.0,Not_Canceled
INN09794,2,0,2,1,2,3,338,80.0,Canceled
INN09795,3,0,3,1,2,3,22,187.0,Not_Canceled
INN09796,2,0,2,0,2,2,22,0.0,Not_Canceled
INN09797,2,0,2,1,0,1,49,93.1500015258789,Canceled
INN09798,3,0,3,0,4,4,199,120.69999694824219,Canceled
INN09799,2,0,2,2,4,6,132,100.87000274658203,Not_Canceled
INN09800,2,0,2,2,0,2,16,106.0,Canceled
INN09801,2,0,2,0,2,2,14,79.0,Not_Canceled
INN09802,1,0,1,1,2,3,118,110.0,Not_Canceled
INN09803,2,0,2,0,3,3,35,136.1999969482422,Not_Canceled
INN09804,2,0,2,0,3,3,22,84.33000183105469,Not_Canceled
INN09805,2,0,2,0,3,3,65,99.9000015258789,Not_Canceled
INN09806,1,0,1,0,2,2,64,130.0,Not_Canceled
INN09807,2,0,2,0,1,1,43,85.0,Not_Canceled
INN09808,2,0,2,2,1,3,103,94.5,Canceled
INN09809,1,0,1,0,3,3,41,79.19999694824219,Not_Canceled
INN09810,2,0,2,0,3,3,115,55.08000183105469,Canceled
INN09811,2,0,2,0,3,3,271,101.33000183105469,Canceled
INN09812,2,1,3,0,2,2,74,117.7300033569336,Not_Canceled
INN09813,2,0,2,1,2,3,302,100.0,Canceled
INN09814,1,0,1,2,1,3,93,115.0,Canceled
INN09815,2,2,4,0,2,2,0,206.0,Canceled
INN09816,2,0,2,2,2,4,74,59.369998931884766,Not_Canceled
INN09817,2,0,2,0,3,3,20,134.10000610351562,Not_Canceled
INN09818,2,0,2,2,1,3,166,96.30000305175781,Canceled
INN09819,2,0,2,1,1,2,80,75.0,Not_Canceled
INN09820,2,0,2,1,1,2,32,67.5,Canceled
INN09821,2,0,2,1,0,1,19,118.1500015258789,Canceled
INN09822,2,0,2,2,2,4,179,113.4000015258789,Canceled
INN09823,2,0,2,0,2,2,6,81.0,Not_Canceled
INN09824,3,0,3,1,1,2,35,128.6999969482422,Not_Canceled
INN09825,2,0,2,2,1,3,99,118.80000305175781,Canceled
INN09826,2,0,2,0,3,3,73,85.66999816894531,Not_Canceled
INN09827,2,0,2,1,2,3,161,130.0,Canceled
INN09828,2,0,2,0,3,3,42,78.30000305175781,Not_Canceled
INN09829,1,0,1,1,0,1,4,65.0,Not_Canceled
INN09830,1,0,1,0,1,1,2,89.0,Not_Canceled
INN09831,1,0,1,0,1,1,15,81.0,Not_Canceled
INN09832,2,0,2,2,8,10,61,68.8499984741211,Canceled
INN09833,1,0,1,0,2,2,188,130.0,Canceled
INN09834,2,0,2,1,2,3,91,80.75,Not_Canceled
INN09835,2,0,2,2,1,3,4,80.0,Not_Canceled
INN09836,1,0,1,0,3,3,1,118.0,Not_Canceled
INN09837,2,0,2,2,2,4,102,79.6500015258789,Canceled
INN09838,2,0,2,0,2,2,110,72.80000305175781,Not_Canceled
INN09839,2,0,2,0,3,3,44,75.0,Not_Canceled
INN09840,2,2,4,1,1,2,50,260.8999938964844,Canceled
INN09841,2,0,2,2,5,7,83,76.37999725341797,Canceled
INN09842,1,0,1,0,2,2,188,130.0,Canceled
INN09843,2,0,2,2,1,3,12,105.0,Not_Canceled
INN09844,2,0,2,1,4,5,181,108.44999694824219,Canceled
INN09845,2,0,2,2,1,3,282,77.0,Not_Canceled
INN09846,1,0,1,0,2,2,181,120.0,Canceled
INN09847,1,0,1,0,2,2,188,130.0,Canceled
INN09848,1,0,1,0,1,1,1,0.0,Not_Canceled
INN09849,3,0,3,0,3,3,142,146.6999969482422,Canceled
INN09850,2,0,2,1,1,2,3,0.0,Not_Canceled
INN09851,1,0,1,0,3,3,151,71.0,Not_Canceled
INN09852,2,0,2,2,1,3,110,94.5,Canceled
INN09853,2,0,2,1,0,1,258,110.0,Canceled
INN09854,2,0,2,0,1,1,95,65.83000183105469,Not_Canceled
INN09855,2,0,2,0,1,1,51,95.04000091552734,Canceled
INN09856,2,0,2,1,0,1,286,90.0,Canceled
INN09857,2,0,2,1,1,2,12,55.0,Not_Canceled
INN09858,2,0,2,2,3,5,55,68.06999969482422,Not_Canceled
INN09859,2,0,2,0,1,1,1,81.0,Canceled
INN09860,2,0,2,0,3,3,2,58.0,Not_Canceled
INN09861,2,0,2,0,1,1,11,62.83000183105469,Not_Canceled
INN09862,2,0,2,2,2,4,30,85.0,Not_Canceled
INN09863,2,0,2,0,3,3,213,130.0,Canceled
INN09864,2,0,2,2,1,3,5,146.6699981689453,Not_Canceled
INN09865,2,2,4,0,4,4,0,195.0,Not_Canceled
INN09866,2,0,2,0,0,0,0,0.0,Not_Canceled
INN09867,2,0,2,1,0,1,151,200.0,Canceled
INN09868,2,0,2,2,6,8,99,80.75,Not_Canceled
INN09869,2,0,2,2,2,4,172,104.4000015258789,Canceled
INN09870,2,0,2,0,1,1,219,108.0,Canceled
INN09871,3,0,3,0,3,3,49,126.0,Not_Canceled
INN09872,2,0,2,1,2,3,11,80.41000366210938,Not_Canceled
INN09873,2,0,2,0,5,5,5,129.0,Canceled
INN09874,2,0,2,1,1,2,134,94.5,Not_Canceled
INN09875,2,0,2,0,2,2,23,81.75,Not_Canceled
INN09876,1,0,1,0,2,2,188,130.0,Canceled
INN09877,1,0,1,0,1,1,6,114.4000015258789,Not_Canceled
INN09878,1,0,1,0,3,3,166,110.0,Canceled
INN09879,3,0,3,0,1,1,50,177.3000030517578,Not_Canceled
INN09880,2,1,3,1,3,4,57,152.10000610351562,Not_Canceled
INN09881,2,0,2,2,1,3,55,116.0999984741211,Canceled
INN09882,2,0,2,0,2,2,6,145.0,Not_Canceled
INN09883,2,1,3,2,1,3,6,116.0,Not_Canceled
INN09884,2,0,2,1,2,3,80,78.30000305175781,Canceled
INN09885,2,0,2,0,4,4,33,73.0999984741211,Canceled
INN09886,2,0,2,2,3,5,48,75.0,Not_Canceled
INN09887,1,0,1,0,2,2,192,95.0,Not_Canceled
INN09888,1,0,1,0,1,1,1,85.0,Not_Canceled
INN09889,2,0,2,2,3,5,212,78.0,Not_Canceled
INN09890,2,0,2,0,2,2,79,159.3000030517578,Canceled
INN09891,2,0,2,1,5,6,20,48.33000183105469,Not_Canceled
INN09892,2,0,2,0,1,1,83,112.19999694824219,Not_Canceled
INN09893,1,0,1,2,1,3,116,61.0,Canceled
INN09894,2,0,2,2,2,4,128,80.75,Not_Canceled
INN09895,2,0,2,0,3,3,1,146.0,Not_Canceled
INN09896,2,0,2,0,1,1,21,118.0,Not_Canceled
INN09897,2,0,2,0,4,4,88,105.4000015258789,Not_Canceled
INN09898,2,0,2,1,1,2,3,109.0,Not_Canceled
INN09899,2,0,2,2,3,5,192,102.0,Canceled
INN09900,2,1,3,1,3,4,207,123.25,Canceled
INN09901,1,0,1,1,0,1,12,65.0,Not_Canceled
INN09902,2,0,2,0,3,3,45,94.5,Not_Canceled
INN09903,1,0,1,0,1,1,36,102.5999984741211,Canceled
INN09904,1,0,1,0,4,4,259,73.94999694824219,Not_Canceled
INN09905,3,0,3,0,1,1,102,126.0,Not_Canceled
INN09906,2,0,2,1,2,3,161,80.0,Not_Canceled
INN09907,3,0,3,0,2,2,15,177.0,Canceled
INN09908,2,0,2,1,2,3,14,149.3300018310547,Not_Canceled
INN09909,2,0,2,1,3,4,322,80.0,Canceled
INN09910,1,0,1,0,1,1,17,139.0,Not_Canceled
INN09911,1,0,1,2,2,4,3,0.0,Not_Canceled
INN09912,2,0,2,0,2,2,33,135.89999389648438,Not_Canceled
INN09913,2,0,2,1,2,3,418,107.0,Canceled
INN09914,2,0,2,0,2,2,16,89.0,Not_Canceled
INN09915,1,0,1,0,2,2,12,130.0,Not_Canceled
INN09916,2,0,2,0,1,1,100,108.0,Canceled
INN09917,2,0,2,0,1,1,2,0.0,Not_Canceled
INN09918,1,0,1,0,1,1,2,66.0,Not_Canceled
INN09919,2,0,2,1,0,1,33,116.0999984741211,Not_Canceled
INN09920,1,0,1,2,1,3,23,85.66999816894531,Canceled
INN09921,2,0,2,0,1,1,19,77.25,Not_Canceled
INN09922,1,0,1,0,2,2,188,130.0,Canceled
INN09923,2,1,3,1,2,3,8,220.0,Not_Canceled
INN09924,2,0,2,0,3,3,59,80.30000305175781,Not_Canceled
INN09925,2,0,2,0,3,3,35,70.02999877929688,Not_Canceled
INN09926,2,0,2,1,0,1,4,64.0,Not_Canceled
INN09927,1,0,1,0,2,2,1,110.0,Not_Canceled
INN09928,2,0,2,0,1,1,5,136.0,Not_Canceled
INN09929,2,0,2,1,3,4,7,81.0,Not_Canceled
INN09930,2,0,2,2,2,4,18,65.0,Not_Canceled
INN09931,2,0,2,2,2,4,99,65.0,Canceled
INN09932,2,0,2,0,3,3,104,75.0,Not_Canceled
INN09933,2,0,2,1,2,3,233,90.0,Canceled
INN09934,2,0,2,1,3,4,16,91.80000305175781,Not_Canceled
INN09935,1,0,1,1,2,3,45,76.30000305175781,Not_Canceled
INN09936,2,0,2,0,3,3,67,114.33999633789062,Not_Canceled
INN09937,1,0,1,0,2,2,6,65.0,Not_Canceled
INN09938,1,0,1,1,2,3,60,140.39999389648438,Canceled
INN09939,2,0,2,1,2,3,121,90.0,Canceled
INN09940,2,0,2,0,2,2,4,108.80000305175781,Canceled
INN09941,3,0,3,0,1,1,95,159.3000030517578,Canceled
INN09942,2,0,2,0,2,2,102,109.0,Not_Canceled
INN09943,2,0,2,2,2,4,39,80.75,Not_Canceled
INN09944,1,0,1,2,2,4,31,156.4199981689453,Canceled
INN09945,1,0,1,1,0,1,24,65.0,Not_Canceled
INN09946,2,0,2,1,1,2,3,142.0,Not_Canceled
INN09947,2,0,2,1,2,3,60,93.5999984741211,Not_Canceled
INN09948,2,0,2,1,2,3,305,89.0,Canceled
INN09949,2,0,2,1,2,3,18,166.0,Canceled
INN09950,2,0,2,1,1,2,21,125.0,Not_Canceled
INN09951,1,0,1,0,3,3,71,120.0,Not_Canceled
INN09952,3,0,3,0,4,4,64,139.5,Canceled
INN09953,2,0,2,1,2,3,25,75.0,Not_Canceled
INN09954,2,0,2,2,2,4,23,95.0,Not_Canceled
INN09955,3,0,3,2,2,4,173,130.5500030517578,Canceled
INN09956,2,0,2,0,2,2,185,81.7699966430664,Canceled
INN09957,1,0,1,0,3,3,37,95.0,Not_Canceled
INN09958,2,0,2,1,2,3,21,151.0,Canceled
INN09959,2,0,2,0,4,4,12,91.44999694824219,Not_Canceled
INN09960,2,0,2,0,1,1,14,139.0,Not_Canceled
INN09961,1,0,1,2,4,6,69,120.0,Canceled
INN09962,2,0,2,2,3,5,88,90.94999694824219,Not_Canceled
INN09963,1,0,1,0,1,1,47,99.9000015258789,Canceled
INN09964,2,0,2,1,3,4,157,161.10000610351562,Canceled
INN09965,2,0,2,1,2,3,114,75.0,Canceled
INN09966,1,0,1,2,2,4,2,66.87999725341797,Not_Canceled
INN09967,3,0,3,2,0,2,65,137.6999969482422,Not_Canceled
